csvId,name,categories,description,image
4632,Hop Henge Imperial IPA,"""[""""607eea94ca4e953fe8c42490""""""]""","HOP HENGE IMPERIAL IPA â€“ The Ultimate in Hop Innovation 

Hop Henge Imperial IPA returns to the Bond Street Series line-up this April in extreme fashion. Staying true to the experimental nature of the series and the â€œnever settleâ€ philosophy of Deschutes, our brewers went back to the drawing board to create an amplified version of last yearâ€™s monument to hops.

Head Brewer Brett Porter says, â€œThis is a truly exciting and groundbreaking beer. We reformulated everything about the hop recipe to give Hop Henge an extraordinary aroma and flavor similar to a fresh hop beer.â€ In addition to the Cascade and Centennial hops, Deschutes Brewery is experimenting with a hop variety so new that it has yet to be named.

The team here at Bend Public House recommends Hop Henge as the perfect accompaniment for a variety of spicy foods, so be sure to have a bottle handy next time you make a batch of hot wings and go for the five alarm award. The high-octane hoppiness is a wildly refreshing antidote to a wide array of hot foods.

Limited Availability April through June.

Donâ€™t miss this amazing hop experiment that is sure to leave your taste buds begging for more.

-http://www.deschutesbrewery.com/Brews/Bond+Street+Series/default.aspx

Available April through June.

Hop Henge I.P.A. was first brewed in 2006 as an agressive West Coast style I.P.A. In 2007, Hop Henge is going Imperial!  Several pounds of  Centennial, Cascade and Northern Brewer hops are in each barrel with a heavy dry-hop presence to top it off.  A blend of crystal, pale and caraston malts creates an overall biscuity characteristic that is dense and muscular, building the alcohol base to support the monstrous hop profile.

Like the rest of the Bond Street Series, Hop Henge highlights the creativity and curiosity of our brewers.  Bolder than its English ancestors, with huge hops and a bitter finish, this IPA is no wallflower.

Alcohol By Volume: 8.1%
	

IBU 95

When one of our brewers suggested we name our new IPA Hop Henge, he also came up with the idea of actually recreating Stonehenge, only with hop bales.  We were up for the challenge and even though the weather did not want to cooperate, we pulled it off and threw a party afterwards.
	


photo: chris mather
Ratings, Awards & Notables

World's Best Strong Pale Ale (Imperial IPA)
2007 World Beer Awards

World's 50 Best Beers
2006 International Beer Challenge

Gold Medal, 92 Points
2006 World Beer Championships

Silver Medal, India Pale Ale Category
2006 Australian International Beer Awards

Modern Brewery Age, February 12, 2007
5 out 5 stars 
Hop Henge started its life as an India Pale Ale, but this year it was bumped up to â€œImperial IPAâ€ status, with a hefty dose of additional hops.
â€œThis one is lovely,â€ said taster Tom Conti. â€œThey got it just right.â€
It pours out a deep amber, with an appealing rocky head, and rich hop aroma wafting from the glass. â€œThey sure dosed it with a lot of hops...[thereâ€™s] a lot of hop bitterness in the taste,â€ one taster observed.
In addition to the Imperial-level hopping, Hop Henge also boasts Imperial-level alcohol content, with 8.1% a.b.v.
This was the top-rated beer during its tasting session, and tasters had to dig deep for new superlatives to describe it. â€œThis is a beautiful beer,â€ concluded taster Gregg Glaser. â€œFull of flavor and hops and malt and hops again.â€
â€œNot for the timid,â€ said taster Robert Lachman.

-http://www.deschutesbrewery.com/BrewPub/OnTap/125352.aspx",
4633,First Flight Amber Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Our first beer brewed right here at Flyers.  This ale has brownish red hues with a mild maltiness balanced by an herbal hop character without being bitter.,
4634,Barnstormer Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","As the name implies, a rich deep brown ale in color with dark amber highlights.  The flavor is slightly sweet with hints of nuts and toffee finishing smooth with no after taste.",
4635,Peacemaker Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","A robust porter in style, a dark and full bodied ale with hints of roasted barley and flavors of coffee and bitter sweet chocolate on the palate.",
4636,Sick Duck Imperial Stout,"""[""""607eea94ca4e953fe8c42490""""""]""","A rich and very dark Imperial Stout that has a complex flavor profile with hints of molasses and caramel.  Brewed in July to allow time for aging, Sick Duck finishes very smooth for such a big beer.",
4637,Bube's Kolsch,,"Clean, crisp, easy drinking Colonge, Germany style ale. Kolsch's smoothness comes from special Kolsch yeast, German Hallertau hops, a slow fermentation and lager like conditioning.",
4638,Beewolf Braggot,,"This is a hybrid of ale and mead made with 51% malted barley (Pale and Munich malted barley) and 49% Orange blossom honey, it is lightly hopped, spiced with Hibiscus flowers and fermented with Australian ale yeast.

Our Milton, DE microbrewery brewer Jon Talkington came up with this beer because of his love of different kinds of meads and his interest in Nordic lore and mythology.  The name Beewolf is the name Beowulf translated, meaning bear.
 
Color- light amber.
Aroma- Pear like fruitiness, with a clean malt and floral honey nose.
Flavor- sweet malt and honey with a subtle fruitiness and a hint of caramel.
ABV 7.0%
IBU's 25

Due to the limited availability of Beewolf Braggot, we are sorry that we are not able to offer growlers to go.",
4639,Bube's Red Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",This was the first draught on tap in November 2001. It has developed to a very quaffable ale. the slight sweet malt flavor is balanced with East Kent Golding hops to produce this delicious reddish-amber ale.,
4640,Bube's Stout,"""[""""607eea94ca4e953fe8c42490""""""]""",This dark full bodied stout is perfect with a meal or as a meal. Rolled oats give this beer an enjoyable mouthfeel while chocolate and roasted malts lend to its distinctive flavor.,
4641,Bube's Kiwi-Strawberry Wheat,"""[""""607eeae3ca4e953fe8c42498""""""]""",The perfect thirst quenching summertime ale. The subtle flavor of kiwi and strawberry blend with traditional German wheat and hops. Great for a hot summer day.,
4642,Bube's Brown Ale,"""[""""607eea94ca4e953fe8c42490""""""]""","Another one of our first recipes, which we have improved with experience. This ale is pleasantly malty with nutty and toffee like undertones. East Kent Golding hops were used to compliment this English style ale.",
4643,Bube's Hefeweizen,"""[""""607eea9eca4e953fe8c42491""""""]""","This traditional German-style wheat beer is rich in banana and clove undertones, with a wonderful frothy head.",
4644,Bube's India Pale Ale (IPA),"""[""""607eea94ca4e953fe8c42490""""""]""","Bube's rendition of this classic style is made with fine 2-row malted barley and West Coast hops. A wonderful malt finish with a delicate citrus aroma, reminiscent of its Old-World cousin.",
4645,Scratch #7 2008,"""[""""607eea9eca4e953fe8c42491""""""]""","Red and white wheat combined with darker malts add body to this hazy, unfiltered ale.  Fermented with the same yeast as DreamWeaver Wheat replicating the pepper, clove and all-spice flavors found in our year-round beer.",
4646,Scratch #11 2008,"""[""""607eea7bca4e953fe8c4248e""""""]""","Next up, we present Scratch Beer #11-2008, a Bitter. Back in the day, we used to brew a little number called TrÃ¶egs ESB. Even though this beer was retired almost six years ago, we still get numerous TrÃ¶egs old-schoolers (Martha) begging for its return.

Well hang onto your boot straps because Scratch #11 is about as close as we can get to the original ESB without firing up the old brew kettle. The Scratch #11 recipe originates from Chrisâ€™ stint at Englandâ€™s University of Sunderland brewing program. After returning to Colorado the brothers drew on Chrisâ€™ experience and brewed pilot batches tweaking that recipe. The ESB production recipe has direct bloodlines to these pilot batches.

The Thames Valley ale yeast and the roasted barley create a biscuit flavor with nutty undertones. Combining these flavors with the earthiness of East Kent Golding hops creates one hell of a fine session beer. Take in the deep mahogany beauty of this beer and breathe in the full hoppy nose. Itâ€™s not the ESB, but itâ€™s damn special.",
4647,Scratch #10 2008,"""[""""607eeaa6ca4e953fe8c42492""""""]""","he third time just might be the charmâ€”Scratch #10-2008 is our third triple in the Scratch Beer series.

This grand cru has been lovingly aged since late-February, yet still unleashes the slightest hint of alcohol heat.

Scratch #10-2008 also has a triple flavor inspiration combining the caramel/toffee notes of dememera sugar and molasses, with citrus and licorice flavors created by the orange peel and star anise; lastly we create a peppery/spicy finish with the same trappist yeast has been used in each Scratch Beer Triple.",
4648,Scratch #8 2008,"""[""""607eeaa6ca4e953fe8c42492""""""]""","Revisiting Scratch #3, we take the same Tripel recipe, add beet and cane sugars to the kettle, and run the wort through our hopback brimming with juniper berries, coriander and yarrow flowers.

Inspired by the herbaceous nose of gin, the berries and flowers give a slight pine/citrus aroma with floral undertones. Scratch #8 has a dry, yeasty finish and noticeable alcohol warming when consumed.",
4649,Scratch #6 2007,"""[""""607eeac5ca4e953fe8c42495""""""]""","Old world brewing techniques combine with Noble hops for Scratch #6-2007.
This Export Lager features a single stage decoctionâ€”a first for TrÃ¶egs Brewery. After combining barley and water we transfer a portion of the mash to the brew kettle for a quick boil. The heated mash is then returned to the mash kettle and the brewing process continues. This process deepens the malt character and adds a subtle toffee backbone to this delicious lager.

Weâ€™ve added Magnum hops for bittering and Czech Saaz hops for aroma to create a classic European Noble hop flavor. 

Scratch #6-2007 is unfiltered, so there will be a slight haze to the beer.",
4653,Oaked Arrogant Bastard Ale,"""[""""607eea94ca4e953fe8c42490""""""]""",Arrogant Bastard Ale aged in oak barrels.,
4654,Hansa Imported Dortmunder,"""[""""607eeac5ca4e953fe8c42495""""""]""",Surviving beer from the Dortmunder Hansa-Brauerei before being acquired by Actien.,
4655,Hoppy Hefe,"""[""""607eea9eca4e953fe8c42491""""""]""",It is a nice example of a Hefeweizen.,
4656,Bourbon Barrel Smoked Porter,"""[""""607eea89ca4e953fe8c4248f""""""]""","Think of Guinness but with a \smooth bite\"" to it. This is a wonder beer for those of us who enjoy a porter.""",
4657,Bar Harbor Blueberry Ale,,It does have a nice hint of wheat and blueberries to it.,
4658,Cask Hefe,"""[""""607eea9eca4e953fe8c42491""""""]""",It is a good clean hefe.,
4659,Raison D'Etre,"""[""""607eea94ca4e953fe8c42490""""""]""","A deep, mahogany ale brewed with beet sugar, green raisins, and Belgian-style yeast. As complex as a fine, red wine. Voted \American Beer of the Year\"" in January 2000 by Malt Advocate Magazine.""",
4660,Fort,"""[""""607eeae3ca4e953fe8c42498""""""]""",A strong ale brewed with a ridiculous amount of pureed raspberries (over a ton of em!).,
4661,Lawnmower,"""[""""607eea94ca4e953fe8c42490""""""]""","Lawnmower is our intro for those who need a little help jumping feet first into the crazy world that is Dogfish Head beer.

It's a starter beer, but it's not dumbed down. Lawnmower is made with quality ingredients and is a great thirst quencher - perfect to enjoy after a day in the sun mowing the lawn (or anything else that gets you hot and bothered)!

Draft-Only, Limited Distribution",
4662,Theobroma,,"This beer is based on chemical analysis of pottery fragments found in Honduras which revealed the earliest known alcoholic chocolate drink used by early civilizations to toast special occasions.  The discovery of this beverage pushed back the earliest use of cocoa for human consumption more than 500 years to 1200 BC.  As per the analysis, Dogfish Headâ€™s Theobroma (translated into 'food of the gods') is brewed with Aztec cocoa powder and cocoa nibs, honey, chilies, and annatto (fragrant tree seeds).",
4663,Black & Blue,"""[""""607eeae3ca4e953fe8c42498""""""]""",A belgian-style Strong ale fermented with blackberries and blueberries.,
4664,Red & White,"""[""""607eeaa6ca4e953fe8c42492""""""]""","A big, belgian-style Wit brewed with coriander and orange peel and fermented with Pinot Noir juice. After fermentation a fraction of the batch is aged in Oregon Pinot Noir barrels, and another fraction is aged on oak staves. The beer is blended together before packaging.

This has been one of our most popular Limited Edition beers at both our Rehoboth Beach, DE brewpub and at festivals. It successfully marries the refreshing citrusy qualities of a Belgian-style white beer with the robust complexity of a bold red wine.",
4665,Aprihop,"""[""""607eeae3ca4e953fe8c42498""""""]""","Brewed with luscious apricots, finished with whole-leaf hops. A \fruit beer for hop heads...\"" Ale Street News""",
4667,Kirin Ichiban,,"From Brewery's site:

With his gold label and Special Premium Reserve appellation, Ichiban outclasses and outperforms.

In 1990, Ichiban's debut made a splash in the world of super premium beers. The luxurious single wort (or first press) process yields a unique, complex flavor. With his gold label and \Special Premium Reserve\"" appellation",
4668,Kirin Light,"""[""""607eeac5ca4e953fe8c42495""""""]""","From Kirin's Site:

With just 95 calories and full-flavor, Kirin Light is one of the few great world-class Lights.

You might think Kirin Light would be a lightweight contender, content to let his sturdier siblings steal the show. But this fitness-minded newcomer won't compromise. You won't have to compromise either - with just 95 calories and full flavor, Kirin Light is one of the few great world-class lights.

What makes Kirin Light great
Canadian barley malt, Czech hops, rich golden color",
